Random Seed:  3407
# of training samples:  538
Encoder(
  (fc1): Linear(in_features=4096, out_features=4096, bias=True)
  (fc3): Linear(in_features=4096, out_features=6144, bias=True)
  (lrelu): LeakyReLU(0.2, inplace)
  (linear_means): Linear(in_features=6144, out_features=3072, bias=True)
  (linear_log_var): Linear(in_features=6144, out_features=3072, bias=True)
)
Generator(
  (fc1): Linear(in_features=6144, out_features=4096, bias=True)
  (fc3): Linear(in_features=4096, out_features=1024, bias=True)
  (lrelu): LeakyReLU(0.2, inplace)
  (sigmoid): Sigmoid()
)
Discriminator_D1(
  (fc1): Linear(in_features=4096, out_features=4096, bias=True)
  (fc2): Linear(in_features=4096, out_features=1, bias=True)
  (lrelu): LeakyReLU(0.2, inplace)
)
Feedback(
  (fc1): Linear(in_features=4096, out_features=4096, bias=True)
  (fc2): Linear(in_features=4096, out_features=4096, bias=True)
  (lrelu): LeakyReLU(0.2, inplace)
)
AttDec(
  (fc1): Linear(in_features=1024, out_features=4096, bias=True)
  (fc3): Linear(in_features=4096, out_features=3072, bias=True)
  (lrelu): LeakyReLU(0.2, inplace)
)
[0/300]  Loss_D: -84.2369 Loss_G: -2.5435, Wasserstein_dist:103.1852, vae_loss_seen:455.8155 GZSL: seen=0.8552, unseen=0.2708, h=0.4114 ZSL: unseen accuracy=0.6198
[1/300]  Loss_D: -40.8979 Loss_G: -7.5084, Wasserstein_dist:51.3614, vae_loss_seen:327.9554 GZSL: seen=0.8452, unseen=0.3490, h=0.4940 ZSL: unseen accuracy=0.5000
[2/300]  Loss_D: -23.5425 Loss_G: -10.1838, Wasserstein_dist:28.0596, vae_loss_seen:257.6049 GZSL: seen=0.7888, unseen=0.3438, h=0.4788 ZSL: unseen accuracy=0.4740
[3/300]  Loss_D: -25.0491 Loss_G: -8.5481, Wasserstein_dist:30.3883, vae_loss_seen:267.7276 GZSL: seen=0.9008, unseen=0.2812, h=0.4287 ZSL: unseen accuracy=0.5000
[4/300]  Loss_D: -23.4758 Loss_G: -5.2722, Wasserstein_dist:30.0126, vae_loss_seen:302.2462 GZSL: seen=0.7599, unseen=0.5365, h=0.6289 ZSL: unseen accuracy=0.6094
[5/300]  Loss_D: -18.0037 Loss_G: -5.0431, Wasserstein_dist:21.4800, vae_loss_seen:289.1043 GZSL: seen=0.7460, unseen=0.4062, h=0.5260 ZSL: unseen accuracy=0.5312
[6/300]  Loss_D: -22.0025 Loss_G: -5.2783, Wasserstein_dist:25.6059, vae_loss_seen:279.3753 GZSL: seen=0.9087, unseen=0.2917, h=0.4416 ZSL: unseen accuracy=0.5833
[7/300]  Loss_D: -24.1974 Loss_G: -3.2454, Wasserstein_dist:27.6467, vae_loss_seen:295.6578 GZSL: seen=0.8889, unseen=0.2708, h=0.4152 ZSL: unseen accuracy=0.6042
[8/300]  Loss_D: -24.5852 Loss_G: -1.2876, Wasserstein_dist:31.6400, vae_loss_seen:323.4281 GZSL: seen=0.9127, unseen=0.2552, h=0.3989 ZSL: unseen accuracy=0.5729
[9/300]  Loss_D: -25.3812 Loss_G: 0.5343, Wasserstein_dist:32.7678, vae_loss_seen:338.9935 GZSL: seen=0.7460, unseen=0.3542, h=0.4803 ZSL: unseen accuracy=0.5885
[10/300]  Loss_D: -24.7665 Loss_G: 0.3711, Wasserstein_dist:31.6908, vae_loss_seen:320.6812 GZSL: seen=0.8384, unseen=0.3073, h=0.4497 ZSL: unseen accuracy=0.6354
[11/300]  Loss_D: -25.7126 Loss_G: 1.4111, Wasserstein_dist:32.7956, vae_loss_seen:332.0526 GZSL: seen=0.7738, unseen=0.3750, h=0.5052 ZSL: unseen accuracy=0.6458
[12/300]  Loss_D: -26.7627 Loss_G: 1.5635, Wasserstein_dist:33.2290, vae_loss_seen:328.7034 GZSL: seen=0.7937, unseen=0.4219, h=0.5509 ZSL: unseen accuracy=0.5833
[13/300]  Loss_D: -26.8821 Loss_G: 0.9644, Wasserstein_dist:33.0677, vae_loss_seen:325.0628 GZSL: seen=0.7599, unseen=0.4375, h=0.5553 ZSL: unseen accuracy=0.5885
[14/300]  Loss_D: -26.6467 Loss_G: 1.2770, Wasserstein_dist:33.2398, vae_loss_seen:323.2497 GZSL: seen=0.8155, unseen=0.2969, h=0.4353 ZSL: unseen accuracy=0.5521
[15/300]  Loss_D: -22.9252 Loss_G: 2.3976, Wasserstein_dist:30.2368, vae_loss_seen:333.3356 GZSL: seen=0.7333, unseen=0.3125, h=0.4382 ZSL: unseen accuracy=0.5625
